@id,@lon,@lat,name,operator,manufacturer,manufacturer:type,generator:manufacturer,generator:type,generator:output:electricity,power_rating,rotor:diameter,height,ref,note
272132087,8.2981597,53.3840567,,,,,,,1.65 MW,,,,V-14837,
272132090,8.8743109,54.6443283,,Windpark Reußenköge III (WPR III),Vestas,V 66,,,1.65 MW,1650 kW,,,V-14835,WEA V-14835 1650 kW
272132093,10.6346080,54.0024610,,,,,,,1.65 MW,1650 kW,,,V-14840,
272132094,10.6314660,54.0075640,,,,,,,1.65 MW,1650 kW,,,V-14838,
272132096,10.6337180,54.0046660,,,,,,,1.65 MW,1650 kW,,,V-14839,
272132099,14.4024005,51.5300967,,,,,,,2 MW,,,,V-14870,
272132105,8.8547740,54.7306610,,,,,,,2 MW,2000 kW,,,V-14874,
272132106,14.4101950,51.5310570,,,,,,,2 MW,,,,V-14873,
272132109,10.8782666,54.1552323,,,,,,,1.65 MW,,,,V-14855,
272132111,10.8823892,54.1540891,,,,,,,1.65 MW,,,,V-14854,
272132112,10.8789038,54.1530095,,,,,,,1.65 MW,,,,V-14853,
272132114,10.6399500,54.0017140,,,,,,,1.65 MW,1650 kW,,,V-14852,
272132115,13.8740420,51.5483220,,,Vestas,,,,1.65 MW,1650 kW,,,V-1486,
272132116,9.4063520,54.5091560,,,,,,,850 kW,850 kW,,,V-14859,
272132118,10.8738899,54.1579298,,,,,,,1.65 MW,,,,V-14857,
272132119,10.8695125,54.1580727,,,,,,,1.65 MW,,,,V-14856,
272132144,8.3774060,53.2743120,,,,,,,1.65 MW,,,,V-14828,
272132145,8.3884090,53.2819470,,,,,,,1.65 MW,,,,V-14827,
272132148,8.3790250,53.2718979,,,,,,,2 MW,,,,V-14829,
272132150,8.8920279,54.6322748,,Windpark Reußenköge III (WPR III),Vestas,V 66,,,1.65 MW,1650 kW,,,V-14831,WEA V-14831 1650 kW
272132152,8.3855600,53.2714240,,,,,,,2 MW,,,,V-14830,
272132153,8.8769713,54.6426121,,Windpark Reußenköge III (WPR III),Vestas,V 66,,,1.65 MW,1650 kW,,,V-14833,WEA V-14833 1650 kW
272132154,8.8889120,54.6342720,,Windpark Reußenköge III (WPR III),Vestas,V 66,,,1.65 MW,1650 kW,,,V-14832,WEA V-14832 1650 kW
272132160,13.8650440,51.5529020,,,Vestas,,,,1.65 MW,1650 kW,,,V-1481,
272132162,8.3869686,53.2782900,,,,,,,1.65 MW,,,,V-14824,
272132163,8.3859630,53.2809550,,,,,,,1.65 MW,,,,V-14823,
272132165,8.3843960,53.2762720,,,,,,,1.65 MW,,,,V-14826,
272132166,8.3905410,53.2796840,,,,,,,1.65 MW,,,,V-14825,
272132169,14.1758160,52.6987280,,,,,,,2 MW,2000 kW,,,V-14723,WEA V-14723 2000 kW
272132174,13.8710170,51.5429420,,,Vestas,,,,1.65 MW,1650 kW,,,V-1471,
272132188,8.8475200,54.7353160,,,,,,,1.65 MW,1650 kW,,,V-1464,
272132189,8.8520470,54.7332370,,,,,,,1.65 MW,1650 kW,,,V-1465,
272132191,13.8605840,51.5524540,,,Vestas,,,,1.65 MW,1650 kW,,,V-1479,
272132196,13.8648890,51.5458060,,,Vestas,,,,1.65 MW,1650 kW,,,V-1475,
272132206,14.0552460,52.9917920,,,,,,,2 MW,2000 kW,,,V-14735,
272132208,14.0542330,52.9945350,,,,,,,2 MW,2000 kW,,,V-14734,
272132209,14.0479910,52.9931280,,,,,,,2 MW,2000 kW,,,V-14733,
272132211,14.0434220,52.9942690,,,,,,,2 MW,2000 kW,,,V-14732,
272132212,14.0420788,52.9917914,,,,,,,2 MW,2000 kW,,,V-14731,
272132214,14.0409430,52.9965500,,,,,,,2 MW,2000 kW,,,V-14730,
272132217,14.0474700,52.9958480,,,,,,,2 MW,2000 kW,,,V-14729,
272132218,14.0517960,52.9969340,,,,,,,2 MW,2000 kW,,,V-14728,
272132220,9.0955970,54.7773340,,,,,,,1.65 MW,1650 kW,,,V-1453,
272132221,9.1021380,54.5162850,,,,,,,2 MW,2000 kW,,,V-14531,
272132223,9.0970360,54.5144280,,,Vestas,,,,2 MW,2000 kW,,,V-14532,
272132229,9.1687420,54.6870350,,,,,,,660 kW,660 kW,,,V-14515,
272132237,8.9679123,54.1627918,,,,,,,660 kW,660 kW,,,V-14502,
272132243,9.2939026,53.7867765,,,,,,,1.65 MW,,,,V-1462,
272132244,9.7487278,48.5801736,,,,,,,2 MW,2000 kW,,,V-14634,
272132246,9.2847050,53.7833580,,,,,,,1.5 MW,1500 kW,,,V-1459,
272132247,9.2870620,53.7862470,,,,,,,1.65 MW,1650 kW,,,V-1458,
272132248,9.2951260,53.7891660,,,,,,,1.65 MW,,,,V-1461,
272132249,9.2903560,53.7840043,,,,,,,1.65 MW,1650 kW,,,V-1460,
272132250,9.0965980,54.7798220,,,,,,,1.65 MW,1650 kW,,,V-1455,
272132251,9.0945180,54.7748000,,,,,,,1.65 MW,1650 kW,,,V-1454,
272132252,9.0888890,54.7810690,,,,,,,1.65 MW,1650 kW,,,V-1457,
272132253,9.0934920,54.7814070,,,,,,,1.65 MW,1650 kW,,,V-1456,
272132258,9.0124750,54.1898060,,,,,,,660 kW,660 kW,,,V-1611,
272132259,9.0160470,54.1933830,,,,,,,660 kW,660 kW,,,V-1610,
272132260,9.0094720,54.1956570,,,,,,,660 kW,660 kW,,,V-1609,
272132261,9.0088750,54.1977700,,,,,,,660 kW,660 kW,,,V-1608,
272132262,9.0257136,54.1907054,,,,,,,660 kW,660 kW,,,V-1615,
272132263,9.0156320,54.1909200,,,,,,,660 kW,660 kW,,,V-1614,
272132264,9.0213360,54.1948470,,,,,,,660 kW,660 kW,,,V-1613,
272132266,9.0210580,54.1923670,,,,,,,660 kW,660 kW,,,V-1612,
272132270,9.0082214,54.2054349,,,,,,,660 kW,660 kW,,,V-1617,
272132272,9.0108283,54.1923053,,,,,,,660 kW,660 kW,,,V-1616,
272132281,9.1804940,54.6857060,,,,,,,1.65 MW,1650 kW,,,V-16267,
272132283,14.0800890,52.6809600,,,,,,,660 kW,660 kW,,,V-1624,
272132286,13.8057926,51.2960732,,,,,,,660 kW,,,,V-1629,
272132287,14.3630860,52.5422130,,WKN Windkraft Nord GmbH,,,,,2 MW,2000 kW,,,V-16299,
272132291,14.3594000,52.5483060,,WKN Windkraft Nord GmbH,,,,,2 MW,2000 kW,,,V-16301,
272132293,14.3530490,52.5479390,,WKN Windkraft Nord GmbH,,,,,2 MW,2000 kW,,,V-16302,
272132295,12.4739432,52.8441771,,,Vestas,V 47,,,660 kW,660 kW,,,V-1630,
272132296,14.3609420,52.5457160,,WKN Windkraft Nord GmbH,,,,,2 MW,2000 kW,,,V-16300,
272132298,14.3511040,52.5448000,,WKN Windkraft Nord GmbH,,,,,2 MW,2000 kW,,,V-16305,
272132299,14.3454350,52.5472050,,WKN Windkraft Nord GmbH,,,,,2 MW,2000 kW,,,V-16306,
272132302,14.3549510,52.5429600,,WKN Windkraft Nord GmbH,,,,,2 MW,2000 kW,,,V-16304,
272132313,9.1079350,53.0673554,,,,,,,1.65 MW,,,,V-15940,
272132319,10.2832720,52.6564470,Windrad,,,,,,1.65 MW,,,,V-15944,
272132322,9.2996180,53.7932450,,,,,,,1.65 MW,,,,V-1595,
272132323,10.2781460,52.6596400,Windrad,,,,,,1.65 MW,,,,V-15945,
272132331,9.3017310,53.7894550,,,,,,,1.65 MW,,,,V-1597,
272132332,9.3048000,53.7855560,,,,,,,1.65 MW,,,,V-1598,
272132336,10.1062880,52.4682970,,,,,,,2 MW,2000 kW,,,V-15985,
272132337,9.2985070,53.7863620,,,,,,,600 kW,,,,V-1599,
272132342,9.0138310,54.1881094,,,,,,,660 kW,660 kW,,,V-1601,
272132343,9.0067171,54.2011291,,,,,,,660 kW,660 kW,,,V-1602,
272132345,9.0041044,54.2044678,,,,,,,660 kW,660 kW,,,V-1603,
272132346,9.0051700,54.2027613,,,,,,,660 kW,660 kW,,,V-1604,
272132348,9.0107920,54.2023440,,,,,,,660 kW,660 kW,,,V-1605,
272132349,9.0080369,54.1994633,,,,,,,660 kW,660 kW,,,V-1606,
272132351,9.0100105,54.2041047,,,,,,,660 kW,660 kW,,,V-1607,
272132354,9.4276890,54.5305980,,,,,,,850 kW,850 kW,,,V-15137,
272132355,9.4269260,54.5285610,,,,,,,850 kW,850 kW,,,V-15136,
272132358,13.8691670,51.5337890,,,Vestas,,,,1.65 MW,1650 kW,,,V-1512,
272132361,13.8720330,51.5409290,,,Vestas,,,,1.65 MW,1650 kW,,,V-1510,
272132366,13.8718530,51.5295520,,,Vestas,,,,1.65 MW,1650 kW,,,V-1521,
272132372,13.8668290,51.5274990,,,Vestas,,,,1.65 MW,1650 kW,,,V-1517,
272132376,9.7089860,54.7207687,,,,,,,1.65 MW,1650 kW,,,V-1529,
272132378,9.6765330,54.7324110,,,,,,,1.65 MW,1650 kW,,,V-1530,
272132385,13.8806940,51.5293940,,,Vestas,,,,1.65 MW,1650 kW,,,V-1523,
272132386,13.8810240,51.5312140,,,Vestas,,,,1.65 MW,1650 kW,,,V-1524,
272132394,8.8477640,54.7323510,,,,,,,1.65 MW,1650 kW,,,V-1548,
272132397,9.0563910,54.6229010,,,,,,,1.65 MW,1650 kW,,,V-1543,
272132399,8.5092140,53.5064820,,,,,,,1.65 MW,,,,V-1547,
272132400,9.1486440,54.7098880,,,,,,,2 MW,2000 kW,,,V-14880,
272132404,9.1514870,54.7065600,,,,,,,2 MW,2000 kW,,,V-14881,
272132405,9.1579370,54.7088070,,,,,,,2 MW,2000 kW,,,V-14877,
272132407,9.1579630,54.7115210,,,,,,,2 MW,2000 kW,,,V-14879,
272132408,9.1567950,54.7146320,,,,,,,2 MW,2000 kW,,,V-14878,
272132425,10.6399019,53.9988477,,,,,,,850 kW,850 kW,,,V-14986,
272132426,10.6444391,53.9988760,,,,,,,850 kW,850 kW,,,V-14991,
272132429,8.9621680,54.2661230,,,,,,,850 kW,850 kW,,,V-14977,
272132430,8.9454060,54.2286570,,,,,,,850 kW,850 kW,,,V-14981,
272132432,8.9490543,54.2336275,,,,,,,850 kW,850 kW,,,V-14982,
272132434,13.8819450,51.5348280,,,Vestas,,,,1.65 MW,1650 kW,,,V-1508,
272132446,12.8809560,52.5547360,,,Vestas,,,,2 MW,2000 kW,,,V-16936,
272132449,12.8755770,52.5463670,,,Vestas,,,,2 MW,2000 kW,,,V-16938,
272132451,6.6024260,50.4273200,,,,,,,660 kW,,,,V-1697,
272132456,6.5999382,50.4258819,,,,,,,660 kW,,,,V-1698,
272132460,12.8878010,52.5448950,,,Vestas,,,,2 MW,2000 kW,,,V-16931,
272132463,12.8862980,52.5543820,,,Vestas,,,,2 MW,2000 kW,,,V-16933,
272132465,12.8883822,52.5505672,,,Vestas,,,,2 MW,2000 kW,,,V-16932,
272132466,12.8794230,52.5492050,,,Vestas,,,,2 MW,2000 kW,,,V-16935,
272132468,12.8829670,52.5518770,,,Vestas,,,,2 MW,2000 kW,,,V-16934,
272132471,9.7759100,50.7508940,,,,,,,850 kW,850 kW,,,V-16911,
272132473,9.7727210,50.7483160,,,,,,,850 kW,850 kW,,,V-16912,
272132482,9.1601750,51.8002410,,,,,,,660 kW,,,,V-1690,
272132483,13.7356770,51.9812720,,,Vestas,,,,2000 kW,,,,V-16900,
272132485,13.7288900,51.9844090,,,Vestas,,,,2000 kW,,,,V-16901,
272132489,13.7242140,51.9911200,,,Vestas,,,,2000 kW,,,,V-16904,
272132490,13.7179960,51.9895510,,,Vestas,,,,2000 kW,,,,V-16905,
272132501,13.7251100,51.9862380,,,Vestas,,,,2000 kW,,,,V-16898,
272132511,9.4251780,54.5447710,,,,,,,660 kW,660 kW,,,V-1687,
272132514,9.4259450,54.5427100,,,,,,,660 kW,660 kW,,,V-1686,
272132515,9.4222880,54.5433250,,,,,,,660 kW,660 kW,,,V-1685,
272132517,12.4951004,52.8454265,,,Vestas,V 52,,,850 kW,850 kW,,,V-16882,
272132519,12.4927572,52.8494023,,,Vestas,V 52,,,850 kW,850 kW,,,V-16881,
272132520,12.4888605,52.8528803,,,Vestas,V 52,,,850 kW,850 kW,,,V-16880,
272132521,12.4886288,52.8549897,,,Vestas,V 52,,,850 kW,850 kW,,,V-16879,
272132523,13.3415740,51.6273950,,,,,,,850 kW,,,,V-16841,
272132525,13.3430020,51.6254730,,,,,,,850 kW,,,,V-16842,
272132526,9.4109410,54.5447210,,,,,,,660 kW,660 kW,,,V-1683,
272132527,9.4230230,54.5411740,,,,,,,660 kW,660 kW,,,V-1684,
272132536,11.1253410,54.4979440,,,,,,,660 kW,660 kW,,,V-16794,WEA V-16794 660 kW
272132539,10.8057550,53.1984050,,,,,,,2 MW,2000 kW,,,V-16789,
272132540,10.8036540,53.1940130,,,,,,,2 MW,2000 kW,,,V-16790,
272132544,9.4113810,54.5423740,,,,,,,660 kW,660 kW,,,V-1682,
272132545,9.4076460,54.5444990,,,,,,,660 kW,660 kW,,,V-1681,
272132548,10.8136050,53.1843410,,,,,,,2 MW,2000 kW,,,V-16786,
272132552,10.7787220,53.1945680,,,,,,,2 MW,,,,V-16788,
272132553,10.7852160,53.1999010,,,,,,,2 MW,,,,V-16787,
272132555,10.7654340,53.2227440,,,,,,,2 MW,2000 kW,,,V-16782,
272132556,10.7772650,53.2266580,,,,,,,2 MW,,,,V-16781,
272132561,10.7699850,53.2263170,,,,,,,2 MW,,,,V-16778,
272132562,10.7622660,53.1981210,,,,,,,2 MW,,,,V-16777,
272132566,8.4373900,53.3029170,,,,,,,2 MW,,,,V-16756,
272132568,8.4337150,53.3005710,,,,,,,2 MW,,,,V-16755,
272132569,10.7553560,53.2001200,,,,,,,2 MW,,,,V-16776,
272132571,8.4360830,53.2973650,,,,,,,2 MW,,,,V-16757,
272132575,8.4393726,53.2959077,,,,,,,2 MW,,,,V-16753,
272132577,8.4384960,53.2998120,,,,,,,2 MW,,,,V-16754,
272132578,8.5820480,51.5254380,,,,,,,850 kW,,,,V-16745,
272132580,8.5860007,51.5236877,,,,,,,850 kW,,,,V-16746,
272132581,8.5733836,51.5229321,,,,,,,850 kW,,,,V-16747,
272132584,9.0752940,53.0256630,,,,,,,1.65 MW,,,,V-16725,
272132586,9.0756880,53.0292050,,,,,,,1.65 MW,,,,V-16726,
272132587,8.5766099,51.5265057,,,,,,,850 kW,,,,V-16743,
272132589,8.5806080,51.5220880,,,,,,,850 kW,,,,V-16744,
272132595,9.0691990,53.0278150,,,,,,,1.65 MW,,,,V-16724,
272132600,7.5351210,49.5182790,,,,,,,2 MW,2000 kW,,,V-16522,
272132601,7.5393770,49.5187370,,,,,,,2 MW,2000 kW,,,V-16521,
272132610,13.9527060,53.3251670,,,,,,,500 kW,500 kW,,,V-1648,
272132612,13.9446980,53.3308680,,,,,,,500 kW,500 kW,,,V-1647,
272132614,13.9511550,53.3321020,,,,,,,500 kW,500 kW,,,V-1646,
272132625,9.1087380,54.5177080,,,Vestas,,,,2 MW,2000 kW,,,V-16360,
272132633,12.4851784,52.8507656,,,Vestas,V 52,,,850 kW,850 kW,,,V-16312,
272132636,12.4949373,52.8574411,,,Vestas,V 52,,,850 kW,850 kW,,,V-16310,
272132638,12.4853758,52.8534556,,,Vestas,V 52,,,850 kW,850 kW,,,V-16311,
272132639,12.4934096,52.8545595,,,Vestas,V 52,,,850 kW,850 kW,,,V-16309,
272132641,12.4756426,52.8459656,,,Vestas,V 47,,,660 kW,660 kW,,,V-1631,
272132642,14.3532140,52.5387070,,WKN Windkraft Nord GmbH,,,,,2 MW,2000 kW,,,V-16307,
272132644,12.4918388,52.8563631,,,Vestas,V 52,,,850 kW,850 kW,,,V-16308,
272132647,8.8281480,51.5294910,,,,,,,1.65 MW,,,,V-1881,
272132648,8.8254750,51.5311330,,,,,,,1.65 MW,,,,V-1882,
272132650,8.8240260,51.5331540,,,,,,,1.65 MW,,,,V-1883,
272132652,8.8253490,51.5376610,,,,,,,1.65 MW,,,,V-1884,
272132653,8.8284710,51.5356060,,,,,,,1.65 MW,,,,V-1885,
272132655,8.8186620,51.5369670,,,,,,,1.65 MW,,,,V-1886,
272132656,8.8169890,51.5333410,,,,,,,1.65 MW,,,,V-1887,
272132658,8.8190020,51.5310240,,,,,,,1.65 MW,,,,V-1888,
272132659,8.8327700,51.5271330,,,,,,,1.65 MW,,,,V-1889,
272132661,8.8359920,51.5249440,,,,,,,1.65 MW,,,,V-1890,
272132662,8.8341236,51.5369798,,,,,,,1.65 MW,,,,V-1891,
272132664,8.8154560,51.5382120,,,,,,,1.65 MW,,,,V-1892,
272132665,8.8331710,51.5317740,,,,,,,1.65 MW,,,,V-1893,
272132667,8.8520670,54.7362930,,,,,,,1.65 MW,1650 kW,,,V-1898,
272132671,13.8331210,51.5372120,,,Vestas,,,,1.65 MW,1650 kW,,,V-1851,
272132673,13.8369320,51.5370700,,,Vestas,,,,1.65 MW,1650 kW,,,V-1854,
272132677,13.8378380,51.5385880,,,Vestas,,,,1.65 MW,1650 kW,,,V-1855,
272132688,8.0312490,53.4396790,,,,,,,1.65 MW,,,,V-1875,
272132692,8.0285840,53.4376890,,,,,,,1.65 MW,,,,V-1876,
272132696,10.9531033,54.2284222,,,,,,,660 kW,,,,V-1826,WEA V-1826 660 kW
272132705,10.9597501,54.2117718,,,,,,,660 kW,,,,V-1836,WEA V-1836 660 kW
272132707,10.9704950,54.2145350,,,,,,,660 kW,,,,V-1837,WEA V-1837 660 kW
272132708,10.9626389,54.2099444,,,,,,,660 kW,,,,V-1834,WEA V-1834 660 kW
272132709,10.9703743,54.2127631,,,,,,,660 kW,,,,V-1835,WEA V-1835 660 kW
272132711,10.9566120,54.2201814,,,,,,,660 kW,,,,V-1840,WEA V-1840 660 kW
272132712,13.8335790,51.5390420,,,Vestas,,,,1.65 MW,1650 kW,,,V-1850,
272132713,10.9756717,54.2107915,,,,,,,660 kW,,,,V-1838,WEA V-1838 660 kW
272132715,10.9534711,54.2244138,,,,,,,660 kW,,,,V-1839,WEA V-1839 660 kW
272132722,11.0014946,54.2816221,,,,,,,660 kW,,,,V-1817,
272132725,9.4152540,54.5417140,,,,,,,660 kW,660 kW,,,V-1810,
272132728,10.9426623,54.2391386,,,,,,,660 kW,,,,V-1821,WEA V-1821 660 kW
272132730,11.0099960,54.2746590,,,,,,,660 kW,,,,V-1820,
272132731,11.0083998,54.2818646,,,,,,,660 kW,,,,V-1819,
272132733,11.0020452,54.2844647,,,,,,,660 kW,,,,V-1818,
272132734,10.9485094,54.2301024,,,,,,,660 kW,,,,V-1825,WEA V-1825 660 kW
272132736,10.9465977,54.2322655,,,,,,,660 kW,,,,V-1824,WEA V-1824 660 kW
272132737,10.9452936,54.2345662,,,,,,,660 kW,,,,V-1823,WEA V-1823 660 kW
272132739,10.9439823,54.2368742,,,,,,,660 kW,,,,V-1822,WEA V-1822 660 kW
272132740,9.2937890,54.6767130,,,,,,,660 kW,660 kW,,,V-1762,WEA V-1762 660 kW
272132742,12.4805006,52.8528025,,,Vestas,V 52,,,850 kW,850 kW,,,V-17630,
272132745,12.9553040,51.0684350,,,,,,,660 kW,660 kW,,,V-1766,
272132746,9.2926020,54.6841660,,,,,,,660 kW,660 kW,,,V-1758,WEA V-1758 660 kW
272132748,9.2931690,54.6832480,,,,,,,660 kW,660 kW,,,V-1759,WEA V-1759 660 kW
272132750,9.2933660,54.6804440,,,,,,,660 kW,660 kW,,,V-1760,WEA V-1760 660 kW
272132753,9.0481020,53.0423440,,,,,,,2 MW,,,,V-17769,
272132755,9.0548714,53.0437185,,,,,,,2 MW,,,,V-17770,
272132756,9.0594430,53.0460150,,,,,,,2 MW,,,,V-17771,
272132763,9.4249460,54.5194190,,,,,,,660 kW,660 kW,,,V-1769,
272132764,9.0511360,53.0476010,,,,,,,2 MW,,,,V-17768,
272132768,8.9835450,54.4477180,,,,,,,2 MW,2000 kW,,,V-17459,
272132773,9.6615560,54.7368070,,,,,,,660 kW,660 kW,,,V-1724,
272132777,9.2853950,54.6805980,,,,,,,660 kW,660 kW,,,V-1755,WEA V-1755 660 kW
272132779,9.2854120,54.6786750,,,,,,,660 kW,660 kW,,,V-1754,WEA V-1754 660 kW
272132782,9.2855780,54.6824220,,,,,,,660 kW,660 kW,,,V-1756,WEA V-1756 660 kW
272132783,9.2939460,54.6748170,,,,,,,660 kW,660 kW,,,V-1751,WEA V-1751 660 kW
272132784,8.9871230,54.4471080,,,,,,,2 MW,2000 kW,,,V-17460,
272132786,9.2853380,54.6768500,,,,,,,660 kW,660 kW,,,V-1753,WEA V-1753 660 kW
272132787,9.2852930,54.6749720,,,,,,,660 kW,660 kW,,,V-1752,WEA V-1752 660 kW
272132813,12.4711622,52.8585605,,,Vestas,V 52,,,850 kW,850 kW,,,V-17140,
272132817,10.9867626,54.3478473,,,,,,,660 kW,,,,V-1702,WEA V-1702 660 kW
272132823,10.9882950,54.3451610,,,,,,,660 kW,,,,V-1701,WEA V-1701 660 kW
272132825,10.9888063,54.3353140,,,,,,,660 kW,,,,V-1700,WEA V-1700 660 kW
272132826,12.4885086,52.8486145,,,Vestas,V 52,,,850 kW,850 kW,,,V-16997,
272132828,12.4899248,52.8507759,,,Vestas,V 52,,,850 kW,850 kW,,,V-16996,
272132831,8.8567310,52.8640860,,,,,,,2 MW,,,,V-17114,
272132832,12.4820027,52.8602188,,,Vestas,V 52,,,850 kW,850 kW,,,V-17071,
272132834,10.9892055,54.3405002,,,,,,,660 kW,,,,V-1707,WEA V-1707 660 kW
272132835,10.9922971,54.3401890,,,,,,,660 kW,,,,V-1706,WEA V-1706 660 kW
272132837,10.9888012,54.3379694,,,,,,,660 kW,,,,V-1705,WEA V-1705 660 kW
272132838,10.9977300,54.3395220,,,,,,,660 kW,,,,V-1704,WEA V-1704 660 kW
272132840,10.9902092,54.3440047,,,,,,,660 kW,,,,V-1703,WEA V-1703 660 kW
272132844,10.9584550,53.8383760,,,,,,,600 kW,600 kW,,,V-2534,
272132856,13.2873040,51.0473860,,,,,,,600 kW,600 kW,,,V-2526,
272132857,13.2896950,51.0456050,,,,,,,600 kW,600 kW,,,V-2527,
272132859,9.3386740,53.7097470,,,,,,,600 kW,600 kW,,,V-2528,
272132863,13.2879470,51.0419550,,,,,,,600 kW,600 kW,,,V-2531,
272132865,11.2185380,53.6351340,,,,,,,600 kW,600 kW,,,V-2517,
272132868,11.2212990,53.6381570,,,,,,,600 kW,600 kW,,,V-2519,
272132870,11.2152800,53.6347270,,,,,,,600 kW,,,,V-2518,
272132871,11.2211406,53.6360513,,,,,,,600 kW,600 kW,,,V-2521,
272132873,11.2184610,53.6371220,,,,,,,600 kW,600 kW,,,V-2520,
272132876,12.0110337,50.9783318,,,,,,,600 kW,600 kW,,,V-2522,
272132878,12.6772750,53.9393540,,,,,,,600 kW,600 kW,,,V-2310,
272132879,9.3482320,53.7132160,,,,,,,600 kW,600 kW,,,V-2309,
272132881,13.0337020,50.7510430,,,,,,,600 kW,600 kW,,,V-2321,
272132883,12.6802580,53.9388540,,,,,,,600 kW,600 kW,,,V-2311,
272132884,8.9229290,53.9666780,,,,,,,600 kW,,,,V-2512,WEA V-2512 600 kW
272132886,8.9901220,54.1588170,,,,,,,600 kW,600 kW,,,V-2325,
272132891,11.1148600,54.4777040,,,,,,,600 kW,600 kW,,,V-2586,WEA V-2586 600 kW
272132892,8.9864568,54.1588248,,,,,,,600 kW,600 kW,,,V-2640,
272132894,11.1196603,54.4764126,,,,,,,600 kW,600 kW,,,V-2584,WEA V-2584 600 kW
272132896,11.1202984,54.4747373,,,,,,,600 kW,600 kW,,,V-2585,WEA V-2585 600 kW
272132897,12.5948040,50.9036050,,,,,,,600 kW,,,,V-2674,
272132899,12.5960030,50.9048890,,,,,,,600 kW,,,,V-2675,
272132901,8.9827878,54.1578621,,,,,,,600 kW,600 kW,,,V-2641,
272132902,8.9860755,54.1569166,,,,,,,600 kW,600 kW,,,V-2642,
272132910,10.9622007,53.8465526,,,,,,,600 kW,600 kW,,,V-2582,
272132911,11.1190940,54.4780880,,,,,,,600 kW,600 kW,,,V-2583,WEA V-2583 600 kW
272132922,10.9664610,53.8473700,,,,,,,600 kW,600 kW,,,V-2563,
272132923,10.9704721,53.8481856,,,,,,,600 kW,600 kW,,,V-2562,
272132924,10.9610390,53.8445460,,,,,,,600 kW,600 kW,,,V-2561,
272132929,10.9657702,53.8445461,,,,,,,600 kW,600 kW,,,V-2564,
272132937,9.2728840,53.7883560,,,,,,,600 kW,,,,V-2740,
272132948,10.9611310,53.8426210,,,,,,,600 kW,600 kW,,,V-2739,
272132950,8.3999467,53.5503252,,,,,,,600 kW,,,,V-2730,
272132952,8.3977792,53.5513521,,,,,,,600 kW,,,,V-2731,
272132953,8.3959213,53.5521879,,,,,,,600 kW,,,,V-2732,
272132955,8.3953390,53.5536014,,,,,,,600 kW,,,,V-2733,
272132960,8.4018051,53.5494291,,,,,,,600 kW,,,,V-2729,
272132962,8.3990176,53.5532737,,,,,,,600 kW,,,,V-2728,
272132963,10.9605780,53.8403325,,,,,,,600 kW,600 kW,,,V-2685,
272132965,9.2713314,53.7872085,,,,,,,600 kW,600 kW,,,V-2684,
272132979,8.6924343,47.8697360,,,,,,,600 kW,600 kW,,,V-2679,
272132986,8.7666760,54.8121960,,,,,,,,200 kW,,,V-3201,
272132991,8.7677100,54.8110020,,,,,,,225 kW,225 kW,,,V-3200,
272132995,9.1050559,54.6299540,,,Nordex,,,,,200 kW,,,V-3192,WEA V-3192 200 kW
272132999,8.5696410,54.7005610,,,,,,,200 kW,,,,V-3161,
272133001,8.8053100,54.6734350,,,,,,,,200 kW,,,V-3168,WEA V-3168 200 kW
272133002,9.6487190,54.7722670,,,,,,,,200 kW,,,V-3135,
272133004,9.5001550,54.5489060,,,,,,,,200 kW,,,V-3154,
272133010,8.9669461,54.2858064,,,,,,,660 kW,660 kW,,,V-2849,WEA V-2849 660 kW
272133016,9.2892150,53.7881920,,,,,,,1.65 MW,,,,V-2822,
272133018,9.2930058,53.7929288,,,,,,,600 kW,,,,V-2821,
272133019,9.2917445,53.7913440,,,,,,,600 kW,,,,V-2820,
272133022,9.1447750,53.7928220,,,,,,,600 kW,600 kW,,,V-2818,
272133029,9.1445990,53.7945300,,,,,,,600 kW,600 kW,,,V-2817,
272133030,9.1452840,53.7907180,,,,,,,600 kW,600 kW,,,V-2816,
272133038,8.9069140,51.6369670,,,,,,,600 kW,,,,V-2809,WEA V-2809 600 kW
272133041,8.5771720,53.7890900,,,,,,,600 kW,,,,V-2117,WEA V-2117 600 kW
272133043,8.5768830,53.7876500,,,,,,,600 kW,,,,V-2116,WEA V-2116 600 kW
272133045,8.5794220,53.7842440,,,,,,,600 kW,,,,V-2119,WEA V-2119 600 kW
272133046,8.5762930,53.7859410,,,,,,,600 kW,,,,V-2118,WEA V-2118 600 kW
272133048,8.5827280,53.7874910,V-2123,,,,,,600 kW,,,,,WEA V-2123 600 kW
272133050,8.5810650,53.7853370,,,,,,,600 kW,,,,V-2120,WEA V-2120 600 kW
272133051,8.5838116,53.7909058,,,,,,,600 kW,,,,V-2125,WEA V-2125 600 kW
272133053,8.5835660,53.7887340,,,,,,,600 kW,,,,V-2124,WEA V-2124 600 kW
272133054,8.5839890,53.7935180,,,,,,,600 kW,,,,V-2127,WEA V-2127 600 kW
272133056,8.5836477,53.7948085,,,,,,,600 kW,,,,V-2126,WEA V-2126 600 kW
272133058,9.1881757,53.8267962,,,,,,,600 kW,600 kW,,,V-2129,
272133059,9.1886302,53.8287914,,,,,,,600 kW,600 kW,,,V-2128,
272133061,9.2538892,53.1188058,,,,,,,600 kW,,,,V-2131,
272133063,9.1877635,53.8248081,,,,,,,600 kW,600 kW,,,V-2130,
